responseId,agentId,sessionId,timestamp,request,response,StartDate,EndDate,surveyId,Status,IPAddress,Progress,Durationinseconds,Finished,RecordedDate,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q11,Q12,Q34_FirstClick,Q34_LastClick,Q34_PageSubmit,Q34_ClickCount,Q43,Q44,Q45_FirstClick,Q45_LastClick,Q45_PageSubmit,Q45_ClickCount,Q52_FirstClick,Q52_LastClick,Q52_PageSubmit,Q52_ClickCount,Q62_FirstClick,Q62_LastClick,Q62_PageSubmit,Q62_ClickCount,Q73_FirstClick,Q73_LastClick,Q73_PageSubmit,Q73_ClickCount,Q81,Q82,Q83,Q84,Q85,Q86,_merge
ec3b3232-f152-41f2-b8dc-222329c1ce90,8b87e314-ec79-4386-9b5d-9347da0a0e23,R_10qSf6T4WZYlCVY,Fri Jun 24 2022 20:00:27 GMT+0000 (Coordinated Universal Time),Absolutely. Think of it as an investment. I can come down to 1300 for a fellow Jim Brine fan,I've seen a few of his other pieces. he's a fantastic artist,  6/24/2022 3:49,  6/24/2022 4:02,1,0,70.68.246.216,100,744,1,  6/24/2022 4:02,,,,,49.2489,-122.7954,anonymous,EN,1,5cd9e60b4b2de600150eb90f,0,0,29.314,0,2,1,24.21,57.643,59.156,2,,,,,,,,,0,0,471.534,0,2,1,1,2,They didn't offer up very much information and countered with an offer lower than their initial offer,,matched (3)
a7393a50-2727-4d32-bd29-5fa5ddfe2faa,8b87e314-ec79-4386-9b5d-9347da0a0e23,R_10qSf6T4WZYlCVY,Fri Jun 24 2022 20:00:48 GMT+0000 (Coordinated Universal Time),Yes. Are you still interested in buying?,"would you sell for 7,000?",  6/24/2022 3:49,  6/24/2022 4:02,1,0,70.68.246.216,100,744,1,  6/24/2022 4:02,,,,,49.2489,-122.7954,anonymous,EN,1,5cd9e60b4b2de600150eb90f,0,0,29.314,0,2,1,24.21,57.643,59.156,2,,,,,,,,,0,0,471.534,0,2,1,1,2,They didn't offer up very much information and countered with an offer lower than their initial offer,,matched (3)
1fb1fde3-6390-499c-ba5c-034b6b088835,8b87e314-ec79-4386-9b5d-9347da0a0e23,R_10qSf6T4WZYlCVY,Fri Jun 24 2022 20:01:12 GMT+0000 (Coordinated Universal Time),"You""re countering lower than you initial offer?",,  6/24/2022 3:49,  6/24/2022 4:02,1,0,70.68.246.216,100,744,1,  6/24/2022 4:02,,,,,49.2489,-122.7954,anonymous,EN,1,5cd9e60b4b2de600150eb90f,0,0,29.314,0,2,1,24.21,57.643,59.156,2,,,,,,,,,0,0,471.534,0,2,1,1,2,They didn't offer up very much information and countered with an offer lower than their initial offer,,matched (3)
5175cea7-2d07-42f6-852c-8838cebaab23,8b87e314-ec79-4386-9b5d-9347da0a0e23,R_1fjEHhiGTF9WgE8,Fri Jun 24 2022 19:56:43 GMT+0000 (Coordinated Universal Time),Hello,"Hello, I was hoping to take another look at the Jim Brine piece. Could you tell me a bit more about it?",  6/24/2022 3:53,  6/24/2022 4:07,1,0,173.183.230.215,100,808,1,  6/24/2022 4:07,,,,,53.563,-113.5656,anonymous,EN,1,60fe0e5031144f8e7c8552c8,0,0,15.03,0,2,1,29.284,35.724,37.81,2,,,,,,,,,0,0,584.588,0,3,4,4,1,Seemed to get confused a couple times and try to redirect the conversation,,matched (3)
9324686b-e939-45d4-bd27-4d8d19d853e9,8b87e314-ec79-4386-9b5d-9347da0a0e23,R_1fjEHhiGTF9WgE8,Fri Jun 24 2022 19:57:57 GMT+0000 (Coordinated Universal Time),"It is called Hearts in spring, a beautiful piece. ","Let's get back to the bargaining table, shall we? What was your offer?",  6/24/2022 3:53,  6/24/2022 4:07,1,0,173.183.230.215,100,808,1,  6/24/2022 4:07,,,,,53.563,-113.5656,anonymous,EN,1,60fe0e5031144f8e7c8552c8,0,0,15.03,0,2,1,29.284,35.724,37.81,2,,,,,,,,,0,0,584.588,0,3,4,4,1,Seemed to get confused a couple times and try to redirect the conversation,,matched (3)
695b0d79-6f8a-4ef4-9c51-b16088243a9d,8b87e314-ec79-4386-9b5d-9347da0a0e23,R_1fjEHhiGTF9WgE8,Fri Jun 24 2022 19:58:40 GMT+0000 (Coordinated Universal Time),I could do 12500,"In terms of the Hearts in Spring piece, what were you pricing it at?",  6/24/2022 3:53,  6/24/2022 4:07,1,0,173.183.230.215,100,808,1,  6/24/2022 4:07,,,,,53.563,-113.5656,anonymous,EN,1,60fe0e5031144f8e7c8552c8,0,0,15.03,0,2,1,29.284,35.724,37.81,2,,,,,,,,,0,0,584.588,0,3,4,4,1,Seemed to get confused a couple times and try to redirect the conversation,,matched (3)
b8b26091-1309-42d7-8fac-1dfa9da61988,8b87e314-ec79-4386-9b5d-9347da0a0e23,R_1fjEHhiGTF9WgE8,Fri Jun 24 2022 19:59:01 GMT+0000 (Coordinated Universal Time),12500,"That’s too much for me, but I could do $9250?",  6/24/2022 3:53,  6/24/2022 4:07,1,0,173.183.230.215,100,808,1,  6/24/2022 4:07,,,,,53.563,-113.5656,anonymous,EN,1,60fe0e5031144f8e7c8552c8,0,0,15.03,0,2,1,29.284,35.724,37.81,2,,,,,,,,,0,0,584.588,0,3,4,4,1,Seemed to get confused a couple times and try to redirect the conversation,,matched (3)
dfc270eb-30fc-49b7-9b53-6083f62d30fb,8b87e314-ec79-4386-9b5d-9347da0a0e23,R_1fjEHhiGTF9WgE8,Fri Jun 24 2022 19:59:52 GMT+0000 (Coordinated Universal Time),"thats too low, I could perhaps bring the offer down to 11500",That’s a bit high for me. I was thinking $10050?,  6/24/2022 3:53,  6/24/2022 4:07,1,0,173.183.230.215,100,808,1,  6/24/2022 4:07,,,,,53.563,-113.5656,anonymous,EN,1,60fe0e5031144f8e7c8552c8,0,0,15.03,0,2,1,29.284,35.724,37.81,2,,,,,,,,,0,0,584.588,0,3,4,4,1,Seemed to get confused a couple times and try to redirect the conversation,,matched (3)
7fd5cc4c-ed4d-4d20-9caf-b41433a01514,8b87e314-ec79-4386-9b5d-9347da0a0e23,R_1fjEHhiGTF9WgE8,Fri Jun 24 2022 20:00:23 GMT+0000 (Coordinated Universal Time),"11050, final offer.",I can't spend too much.. I'm already over my art budget for the year!,  6/24/2022 3:53,  6/24/2022 4:07,1,0,173.183.230.215,100,808,1,  6/24/2022 4:07,,,,,53.563,-113.5656,anonymous,EN,1,60fe0e5031144f8e7c8552c8,0,0,15.03,0,2,1,29.284,35.724,37.81,2,,,,,,,,,0,0,584.588,0,3,4,4,1,Seemed to get confused a couple times and try to redirect the conversation,,matched (3)
ef96e079-b45e-4576-a7eb-fd6febd81895,8b87e314-ec79-4386-9b5d-9347da0a0e23,R_1fjEHhiGTF9WgE8,Fri Jun 24 2022 20:00:54 GMT+0000 (Coordinated Universal Time),unfortunately I can't go lower,Could you meet me somehwere close to that? I'm sure you're still making a good cut,  6/24/2022 3:53,  6/24/2022 4:07,1,0,173.183.230.215,100,808,1,  6/24/2022 4:07,,,,,53.563,-113.5656,anonymous,EN,1,60fe0e5031144f8e7c8552c8,0,0,15.03,0,2,1,29.284,35.724,37.81,2,,,,,,,,,0,0,584.588,0,3,4,4,1,Seemed to get confused a couple times and try to redirect the conversation,,matched (3)
abdeecd3-0208-4102-a8a2-b58e5a18c744,8b87e314-ec79-4386-9b5d-9347da0a0e23,R_1fjEHhiGTF9WgE8,Fri Jun 24 2022 20:02:37 GMT+0000 (Coordinated Universal Time),I'm sure I could sell the artwork to a collector who knows its worth.,,  6/24/2022 3:53,  6/24/2022 4:07,1,0,173.183.230.215,100,808,1,  6/24/2022 4:07,,,,,53.563,-113.5656,anonymous,EN,1,60fe0e5031144f8e7c8552c8,0,0,15.03,0,2,1,29.284,35.724,37.81,2,,,,,,,,,0,0,584.588,0,3,4,4,1,Seemed to get confused a couple times and try to redirect the conversation,,matched (3)
41cef8e0-94ee-415f-906c-6a7133de610d,8b87e314-ec79-4386-9b5d-9347da0a0e23,R_1fjEHhiGTF9WgE8,Fri Jun 24 2022 20:03:26 GMT+0000 (Coordinated Universal Time),11050 or no sale,I don't follow.. but would love to hear more about the Hearts series,  6/24/2022 3:53,  6/24/2022 4:07,1,0,173.183.230.215,100,808,1,  6/24/2022 4:07,,,,,53.563,-113.5656,anonymous,EN,1,60fe0e5031144f8e7c8552c8,0,0,15.03,0,2,1,29.284,35.724,37.81,2,,,,,,,,,0,0,584.588,0,3,4,4,1,Seemed to get confused a couple times and try to redirect the conversation,,matched (3)
b07276d7-cbc0-4cb5-b10c-aaa51a74b7fc,8b87e314-ec79-4386-9b5d-9347da0a0e23,R_1fjEHhiGTF9WgE8,Fri Jun 24 2022 20:04:25 GMT+0000 (Coordinated Universal Time),"Jim Brine passed away recently, increasing the value of his paintings. It is part of a set of paintings","I saw that in the news, such a loss. Shame he won't be painting anymore pieces.",  6/24/2022 3:53,  6/24/2022 4:07,1,0,173.183.230.215,100,808,1,  6/24/2022 4:07,,,,,53.563,-113.5656,anonymous,EN,1,60fe0e5031144f8e7c8552c8,0,0,15.03,0,2,1,29.284,35.724,37.81,2,,,,,,,,,0,0,584.588,0,3,4,4,1,Seemed to get confused a couple times and try to redirect the conversation,,matched (3)
51f65ac2-e5bd-4898-89a8-a60f57129a2c,8b87e314-ec79-4386-9b5d-9347da0a0e23,R_1fjEHhiGTF9WgE8,Fri Jun 24 2022 20:05:17 GMT+0000 (Coordinated Universal Time),"Because of that, i cant go any lower than 11050",Anyway you could come clsoer to my offer?  That must be above what you paid for it.,  6/24/2022 3:53,  6/24/2022 4:07,1,0,173.183.230.215,100,808,1,  6/24/2022 4:07,,,,,53.563,-113.5656,anonymous,EN,1,60fe0e5031144f8e7c8552c8,0,0,15.03,0,2,1,29.284,35.724,37.81,2,,,,,,,,,0,0,584.588,0,3,4,4,1,Seemed to get confused a couple times and try to redirect the conversation,,matched (3)
5bb5d169-2494-4dfc-917d-4d2a16650aaa,8b87e314-ec79-4386-9b5d-9347da0a0e23,R_1fjEHhiGTF9WgE8,Fri Jun 24 2022 20:06:04 GMT+0000 (Coordinated Universal Time),11050 is the final offer,I can do $11050 -- it's a deal!,  6/24/2022 3:53,  6/24/2022 4:07,1,0,173.183.230.215,100,808,1,  6/24/2022 4:07,,,,,53.563,-113.5656,anonymous,EN,1,60fe0e5031144f8e7c8552c8,0,0,15.03,0,2,1,29.284,35.724,37.81,2,,,,,,,,,0,0,584.588,0,3,4,4,1,Seemed to get confused a couple times and try to redirect the conversation,,matched (3)
05498dc6-d7eb-4d94-9ac2-c8053cfc9447,8b87e314-ec79-4386-9b5d-9347da0a0e23,R_1FRGpV7kp7paHV4,Fri Jun 24 2022 20:17:34 GMT+0000 (Coordinated Universal Time),Hello,"Hello, I was hoping to take another look at the Jim Brine piece. Could you tell me a bit more about it?",  6/24/2022 4:01,  6/24/2022 4:29,1,0,162.156.93.148,100,1679,1,  6/24/2022 4:29,,,,,49.2372,-123.037,anonymous,EN,1,5d60d34008ff870016878a6d,0,0,46.267,0,2,1,39.98,55.642,64.04300000000001,2,,,,,,,,,37.725,455.793,689.823,3,7,6,7,1,"They seemed interested in the artwork and the artist, but didn't seem to be a dealer. I think they were a private collector who didn't own other pieces by the artist.",I'd like to see the painting too,matched (3)
82a9de6a-1b72-4303-beb3-6eb2494fdf13,8b87e314-ec79-4386-9b5d-9347da0a0e23,R_1FRGpV7kp7paHV4,Fri Jun 24 2022 20:20:04 GMT+0000 (Coordinated Universal Time),Hi! I would love to! It's a beautiful piece. Are you familiar with Jim Brine's other pieces?,I've seen a few of his other pieces. he's a fantastic artist,  6/24/2022 4:01,  6/24/2022 4:29,1,0,162.156.93.148,100,1679,1,  6/24/2022 4:29,,,,,49.2372,-123.037,anonymous,EN,1,5d60d34008ff870016878a6d,0,0,46.267,0,2,1,39.98,55.642,64.04300000000001,2,,,,,,,,,37.725,455.793,689.823,3,7,6,7,1,"They seemed interested in the artwork and the artist, but didn't seem to be a dealer. I think they were a private collector who didn't own other pieces by the artist.",I'd like to see the painting too,matched (3)
570b6ce7-1c7e-4296-8ce5-889c81fca544,8b87e314-ec79-4386-9b5d-9347da0a0e23,R_1FRGpV7kp7paHV4,Fri Jun 24 2022 20:24:28 GMT+0000 (Coordinated Universal Time),"Oh nice! Indeed he was a fantastic artist and sadly passed away 9 months ago. The painting ""Hearts in the Spring' was painted in 1969 and is 1 of a series of Hearts paintings. Have you seen any of the other Hearts paintings?","I saw that in the news, such a loss. Shame he won't be painting anymore pieces.",  6/24/2022 4:01,  6/24/2022 4:29,1,0,162.156.93.148,100,1679,1,  6/24/2022 4:29,,,,,49.2372,-123.037,anonymous,EN,1,5d60d34008ff870016878a6d,0,0,46.267,0,2,1,39.98,55.642,64.04300000000001,2,,,,,,,,,37.725,455.793,689.823,3,7,6,7,1,"They seemed interested in the artwork and the artist, but didn't seem to be a dealer. I think they were a private collector who didn't own other pieces by the artist.",I'd like to see the painting too,matched (3)
030aefcf-c503-4d1b-80ac-fff77ef4893d,8b87e314-ec79-4386-9b5d-9347da0a0e23,R_1FRGpV7kp7paHV4,Fri Jun 24 2022 20:24:55 GMT+0000 (Coordinated Universal Time),"Yes, truly...",,  6/24/2022 4:01,  6/24/2022 4:29,1,0,162.156.93.148,100,1679,1,  6/24/2022 4:29,,,,,49.2372,-123.037,anonymous,EN,1,5d60d34008ff870016878a6d,0,0,46.267,0,2,1,39.98,55.642,64.04300000000001,2,,,,,,,,,37.725,455.793,689.823,3,7,6,7,1,"They seemed interested in the artwork and the artist, but didn't seem to be a dealer. I think they were a private collector who didn't own other pieces by the artist.",I'd like to see the painting too,matched (3)
edcdd944-f1d8-4f95-921b-5c5c7be13fb2,8b87e314-ec79-4386-9b5d-9347da0a0e23,R_1FRGpV7kp7paHV4,Fri Jun 24 2022 20:26:10 GMT+0000 (Coordinated Universal Time),So you haven't seen the other Hearts paintings?,I don't follow.. but would love to hear more about the Hearts series,  6/24/2022 4:01,  6/24/2022 4:29,1,0,162.156.93.148,100,1679,1,  6/24/2022 4:29,,,,,49.2372,-123.037,anonymous,EN,1,5d60d34008ff870016878a6d,0,0,46.267,0,2,1,39.98,55.642,64.04300000000001,2,,,,,,,,,37.725,455.793,689.823,3,7,6,7,1,"They seemed interested in the artwork and the artist, but didn't seem to be a dealer. I think they were a private collector who didn't own other pieces by the artist.",I'd like to see the painting too,matched (3)
d0f3bf75-fec1-4f3e-bafb-04ca74b5f88b,8b87e314-ec79-4386-9b5d-9347da0a0e23,R_1FRGpV7kp7paHV4,Fri Jun 24 2022 20:27:46 GMT+0000 (Coordinated Universal Time),"Ok great, I will show you this piece again. I am asking 9000 for it.",I can do $9000 -- it's a deal!,  6/24/2022 4:01,  6/24/2022 4:29,1,0,162.156.93.148,100,1679,1,  6/24/2022 4:29,,,,,49.2372,-123.037,anonymous,EN,1,5d60d34008ff870016878a6d,0,0,46.267,0,2,1,39.98,55.642,64.04300000000001,2,,,,,,,,,37.725,455.793,689.823,3,7,6,7,1,"They seemed interested in the artwork and the artist, but didn't seem to be a dealer. I think they were a private collector who didn't own other pieces by the artist.",I'd like to see the painting too,matched (3)
73301bcc-cd57-4a22-8304-2b73f387b5e5,8b87e314-ec79-4386-9b5d-9347da0a0e23,R_1meD1iTmfVNqsXG,Fri Jun 24 2022 21:09:05 GMT+0000 (Coordinated Universal Time),Hello,"Hello, I was hoping to take another look at the Jim Brine piece. Could you tell me a bit more about it?",  6/24/2022 3:42,  6/24/2022 5:09,1,0,216.123.242.122,100,5223,1,  6/24/2022 5:09,,,,,53.4612,-113.4145,anonymous,EN,1,60f09743e03e0ef8f6f4842a,0,0,11.887,0,2,1,21.72,32.352,33.911,2,,,,,,,,,0,0,14.5,0,4,4,4,2,It did not work out,,matched (3)
eb9d13aa-2911-4e0a-ade8-ecf2f29e437b,8b87e314-ec79-4386-9b5d-9347da0a0e23,R_1meD1iTmfVNqsXG,Fri Jun 24 2022 21:09:06 GMT+0000 (Coordinated Universal Time),14000,That’s too high. Would you take $8000?,  6/24/2022 3:42,  6/24/2022 5:09,1,0,216.123.242.122,100,5223,1,  6/24/2022 5:09,,,,,53.4612,-113.4145,anonymous,EN,1,60f09743e03e0ef8f6f4842a,0,0,11.887,0,2,1,21.72,32.352,33.911,2,,,,,,,,,0,0,14.5,0,4,4,4,2,It did not work out,,matched (3)
cfd1832f-5f1c-431f-a697-027c4a510d9a,8b87e314-ec79-4386-9b5d-9347da0a0e23,R_1oBk8cbwqT8wM7W,Fri Jun 24 2022 19:32:59 GMT+0000 (Coordinated Universal Time),Hello,"Hello, I was hoping to take another look at the Jim Brine piece. Could you tell me a bit more about it?",  6/24/2022 3:29,  6/24/2022 3:38,1,0,76.65.33.6,100,535,1,  6/24/2022 3:38,,,,,44.2983,-76.4323,anonymous,EN,1,5f4812ec633ed22a79267800,0,0,14.837,0,2,1,18.432,22.706,28.689,2,,,,,,,,,0,0,297.933,0,6,2,5,1,They didn't understand me fully,,matched (3)
2689ac98-ffc9-420a-8295-7c0e680cccde,8b87e314-ec79-4386-9b5d-9347da0a0e23,R_1oBk8cbwqT8wM7W,Fri Jun 24 2022 19:33:56 GMT+0000 (Coordinated Universal Time),Yes it is the Heart of Spring piece he made before he passed away. Stunning piece.,"I saw that in the news, such a loss. Shame he won't be painting anymore pieces.",  6/24/2022 3:29,  6/24/2022 3:38,1,0,76.65.33.6,100,535,1,  6/24/2022 3:38,,,,,44.2983,-76.4323,anonymous,EN,1,5f4812ec633ed22a79267800,0,0,14.837,0,2,1,18.432,22.706,28.689,2,,,,,,,,,0,0,297.933,0,6,2,5,1,They didn't understand me fully,,matched (3)
c2209908-fd8d-4684-a234-fbca674f9a06,8b87e314-ec79-4386-9b5d-9347da0a0e23,R_1oBk8cbwqT8wM7W,Fri Jun 24 2022 19:34:32 GMT+0000 (Coordinated Universal Time),Yes sad indeed. ,"Let's get back to the bargaining table, shall we? What was your offer?",  6/24/2022 3:29,  6/24/2022 3:38,1,0,76.65.33.6,100,535,1,  6/24/2022 3:38,,,,,44.2983,-76.4323,anonymous,EN,1,5f4812ec633ed22a79267800,0,0,14.837,0,2,1,18.432,22.706,28.689,2,,,,,,,,,0,0,297.933,0,6,2,5,1,They didn't understand me fully,,matched (3)
f52da533-40a8-48dd-b110-215e67f64521,8b87e314-ec79-4386-9b5d-9347da0a0e23,R_1oBk8cbwqT8wM7W,Fri Jun 24 2022 19:35:14 GMT+0000 (Coordinated Universal Time),Do you own any of his pieces?,This would be my first Brine.  I've been interested in finding his work for a while.,  6/24/2022 3:29,  6/24/2022 3:38,1,0,76.65.33.6,100,535,1,  6/24/2022 3:38,,,,,44.2983,-76.4323,anonymous,EN,1,5f4812ec633ed22a79267800,0,0,14.837,0,2,1,18.432,22.706,28.689,2,,,,,,,,,0,0,297.933,0,6,2,5,1,They didn't understand me fully,,matched (3)
9628d52a-a8f8-4e89-8491-eee93fd5f839,8b87e314-ec79-4386-9b5d-9347da0a0e23,R_1oBk8cbwqT8wM7W,Fri Jun 24 2022 19:35:37 GMT+0000 (Coordinated Universal Time),Do you collect art?,This would be for my personal collection. It would be an amazing addition!,  6/24/2022 3:29,  6/24/2022 3:38,1,0,76.65.33.6,100,535,1,  6/24/2022 3:38,,,,,44.2983,-76.4323,anonymous,EN,1,5f4812ec633ed22a79267800,0,0,14.837,0,2,1,18.432,22.706,28.689,2,,,,,,,,,0,0,297.933,0,6,2,5,1,They didn't understand me fully,,matched (3)
818b3a61-76dc-4d70-af5b-23448df1615c,8b87e314-ec79-4386-9b5d-9347da0a0e23,R_1oBk8cbwqT8wM7W,Fri Jun 24 2022 19:36:10 GMT+0000 (Coordinated Universal Time),That is great! This piece I am listing for 10000,"It certainly is. The composition, color, and detail are all spectacular.. what do you think a piece like this is worth?",  6/24/2022 3:29,  6/24/2022 3:38,1,0,76.65.33.6,100,535,1,  6/24/2022 3:38,,,,,44.2983,-76.4323,anonymous,EN,1,5f4812ec633ed22a79267800,0,0,14.837,0,2,1,18.432,22.706,28.689,2,,,,,,,,,0,0,297.933,0,6,2,5,1,They didn't understand me fully,,matched (3)
